aircraft_id,age_y,total_parking_minutes,metar_temperature_c,metar_relative_humidity,metar_dew_point_c,metar_wind_speed_kn,metar_visibility_mi,metar_hour_precipitation,sea_salt_aerosol_003_05_mixing_ratio,sea_salt_aerosol_05_5_mixing_ratio,sea_salt_aerosol_5_20_mixing_ratio,dust_aerosol_003_055_mixing_ratio,dust_aerosol_055_09_mixing_ratio,dust_aerosol_09_20_mixing_ratio,hydrophilic_organic_matter_aerosol_mixing_ratio,hydrophobic_organic_matter_aerosol_mixing_ratio,hydrophilic_black_carbon_aerosol_mixing_ratio,hydrophobic_black_carbon_aerosol_mixing_ratio,sulphate_aerosol_mixing_ratio,ethane,c3h8,isoprene,carbon_monoxide_mass_mixing_ratio,ozone_mass_mixing_ratio,h2o2,formaldehyde,hno3,nitrogen_monoxide_mass_mixing_ratio,nitrogen_dioxide_mass_mixing_ratio,oh,organic_nitrates,specific_humidity,sulphur_dioxide_mass_mixing_ratio,temperature
0f51e9,6.083333333333333,3631.955882352941,17.036195676757387,57.55074889485492,6.896008970711285,7.474925206812902,5.670700526867972,0.0,2.768638650707293e-11,2.2487274672048513e-09,3.8115244380910885e-10,3.1048058770721107e-09,6.507148767892172e-09,1.1889139055832606e-08,9.919674338123298e-09,5.180895266737484e-09,2.5528881300114364e-10,1.9496548458555048e-10,2.9708327287490594e-09,1.0710149205200968e-09,1.3026628631981328e-09,2.5014675415236074e-09,2.0838937581962112e-07,6.657939891591534e-08,9.382060491641232e-10,2.0490223048884744e-09,1.734513363418194e-09,2.467515443520612e-09,8.813723484417843e-09,5.777576313458075e-14,2.0337902402451256e-09,0.006810271023561924,4.538784061467047e-09,288.2566378525266
0f870a,7.25,27438.4918699187,25.460432781966645,69.24766073593514,18.13226186911192,5.112583213251916,2.6093305990278783,0.0,6.131749305283206e-11,4.850718131401551e-09,1.111122152221879e-09,3.0224849959594428e-09,5.771516905015617e-09,7.069443309370544e-09,8.587229337561648e-08,6.261741019775939e-08,1.1428517583670382e-09,2.128272031009234e-09,1.0778842098346874e-08,5.431998135146494e-09,2.0119667451472062e-09,7.48103868281345e-09,1.0951096052701568e-06,5.24674774989479e-08,1.3424473055093496e-09,4.569051496223872e-09,3.5538330898317356e-09,1.6346272656648244e-08,2.6937999865988316e-08,6.438643095851547e-14,2.3426317808390815e-09,0.013461138233154155,3.374269060815487e-08,297.84622287056976
0fcc11,7.1666666666667425,31598.67350877193,15.9272683478,73.24371635336453,10.694616097256706,7.503743647228516,5.992984265614275,0.0,1.0479742877671835e-10,8.822040427764578e-09,4.076666874817774e-09,5.564439457577684e-10,1.0481939611969266e-09,1.1203234273586372e-09,5.388278200092682e-09,2.8881061262884784e-09,1.7882134067516788e-10,1.886675117591035e-10,1.4185893618405385e-09,5.492262969691595e-10,3.2525511724492866e-10,1.7042733075920156e-09,1.4929476224943767e-07,5.394804822226612e-08,4.838201486026652e-10,1.0702381871880208e-09,1.1967927654028191e-09,1.8182048402033152e-09,9.193833866584995e-09,3.400824168028226e-14,1.0770586150921288e-09,0.008726956932240163,2.3362638843397595e-09,288.7342129309296
10ab51,9.833333333333334,32483.027258566977,16.245101018670816,72.99360055034418,11.011477214336972,7.228326444453107,6.015918203372713,0.0,9.265733372609379e-11,7.800828591819385e-09,3.688683051793446e-09,5.24849584954247e-10,9.709287587255022e-10,9.928042272624112e-10,5.690031884176472e-09,3.091830400731716e-09,1.8869012574925558e-10,2.125274811792514e-10,1.5037354815362762e-09,5.621014567561274e-10,3.3912133493225087e-10,2.052283463806399e-09,1.5363534420788302e-07,5.385855354811618e-08,4.84073213642078e-10,1.135636678448899e-09,1.2415359339055774e-09,1.8148731136720038e-09,9.512939636347489e-09,3.452287493049167e-14,1.159159361905392e-09,0.008826387212611395,2.5832384911868614e-09,289.1080189427205
11725a,5.333333333333333,33157.33807189543,27.844368932664413,78.93509312322331,23.46591835259872,6.224821880202188,5.5470695025586725,0.0,1.5064612613031852e-10,1.2129940413108483e-08,4.508685329069741e-09,1.7842006198542077e-09,3.271243835749858e-09,3.0235922937492097e-09,2.2906457345253634e-08,1.4864255767208136e-08,4.2365389913991537e-10,6.222687521527515e-10,6.401790613943492e-09,1.8333837887173264e-09,1.1000270214545993e-09,8.083142324327272e-09,3.145263425558083e-07,5.4444986295160136e-08,1.4771336484058438e-09,3.211655779066741e-09,1.6898536623099472e-09,1.8112045456129414e-09,9.081646021058684e-09,6.028537528659436e-14,1.5336162873551547e-09,0.01719087959042542,1.1460446622462908e-08,299.8923237609031
117e01,3.916666666666591,33900.754497354494,14.245803350010707,78.69283565338233,10.253030908993479,8.911225378537544,5.968478367711828,0.0,2.0858050628003074e-10,1.7630561040009995e-08,8.027365033418836e-09,3.18446300074629e-11,6.181025060883156e-11,7.792581492085919e-11,2.101290277910721e-09,1.2096702401593002e-09,6.534292362189107e-11,9.236194077874084e-11,8.046305805842239e-10,3.753308336254724e-10,2.4352368924814726e-10,2.6633179387634744e-09,7.438715076139388e-08,4.0093775355731033e-08,2.454563264653863e-10,7.25468462706866e-10,1.1490353948771544e-10,3.09682520741862e-10,2.2149262383544066e-09,1.839159803765724e-14,4.511908912821595e-10,0.007835017164479648,8.726655733449975e-10,287.1414608453673
119f57,5.9166666666667425,24513.958130081304,13.829070864223961,73.14042505430311,8.271837725113834,5.81747406308627,5.767708633261767,0.0,3.875458984994755e-11,3.2468653620543113e-09,1.085033944225807e-09,6.227123829162716e-10,1.164540055869076e-09,1.2502036237245584e-09,5.655296915845664e-09,3.134945207186436e-09,1.5351066359364025e-10,1.1809978464498565e-10,1.725631753118621e-09,6.44353379186082e-10,8.143222910840085e-10,3.2978457281109746e-09,1.6451628220325247e-07,5.040345059601998e-08,4.6342464058559525e-10,1.7959313734997227e-09,6.856785529293785e-10,1.1238629762093434e-09,8.676415416295641e-09,2.736487923479943e-14,1.551201989621092e-09,0.007552093864637875,6.039724866667794e-09,286.60865966691085
12638e,6.0000000000000755,29755.025886524825,12.756454492624746,75.76197936920134,7.841640708157091,7.095499399248788,5.7974492484009685,0.0,1.4508088224392678e-10,1.2294678321813186e-08,5.225277018892137e-09,4.417921257917853e-10,8.452646911304774e-10,9.639179847924984e-10,4.735152833330095e-09,2.4902983719305365e-09,1.5854211258909423e-10,1.5059745234618915e-10,1.1865039952070883e-09,5.389136208057295e-10,5.577776821203155e-10,1.3628841766067976e-09,1.4564865180323373e-07,4.8490174037048144e-08,3.45711237375792e-10,9.846444181979375e-10,7.668429273191945e-10,2.749084374588328e-09,1.1342377137611217e-08,2.6239687142587536e-14,8.814926687694802e-10,0.007073705135444455,2.208722322094715e-09,285.6293214562421
127b58,5.833333333333409,23849.76862745098,8.869967855979796,33.95258151285135,6.44277117823515,8.21093555605296,9.088325113742949,0.0070881636513380536,7.452248997802977e-11,6.1210175933450595e-09,2.516113357867266e-09,5.316463340199697e-10,9.474810510028618e-10,4.0761781184040087e-10,6.504671910299772e-09,3.642199972268433e-09,1.9895849377977433e-10,1.8490076600739894e-10,1.654987225074496e-09,6.469712415031089e-10,4.348668304942228e-10,3.735492363893987e-09,1.5365985806823287e-07,5.787559946169041e-08,6.595926271564673e-10,1.7434078021440898e-09,1.1078738392581203e-09,8.147030457849902e-10,9.656132816327271e-09,3.834006160697658e-14,1.7165407734234233e-09,0.010216657673754638,4.222651654423507e-09,289.9090752611345
12877b,8.166666666666591,29025.86727828746,15.909245385119707,68.8352391051248,9.328183824288217,7.614636200483991,5.898405956770167,0.0,5.838936981483821e-11,4.890947014498589e-09,2.1561414107178673e-09,1.0823070445644988e-09,1.967311027161192e-09,2.1590680305291456e-09,5.980302242694444e-09,2.9257236253724323e-09,1.6932121637813434e-10,1.259222773548346e-10,2.6269209908369396e-09,7.298555374754596e-10,7.092302039926981e-10,4.106277548568812e-09,1.550281030044428e-07,5.199178114416499e-08,5.469729033547546e-10,1.5192450291281807e-09,8.865253364458891e-10,1.5907825469187702e-09,9.346731665846081e-09,2.965315227028584e-14,1.3740087460921793e-09,0.007961723126646416,4.603291308273591e-09,288.44698888998425
12c687,5.916666666666667,31331.372659176028,14.681282205900649,74.31754245493613,9.535898516748816,6.899216132045371,5.889352405776942,0.0,1.0242506061152039e-10,8.648086207085709e-09,3.6797491299068904e-09,4.919903463547997e-10,9.108891140108393e-10,9.490568512222833e-10,5.838813683629441e-09,3.1389542839677735e-09,1.743057605650946e-10,1.5724151349519116e-10,1.2219208894266568e-09,5.720400951238076e-10,3.6796406246508785e-10,2.0109233446327593e-09,1.588163717848154e-07,5.0684008408976586e-08,4.0223188311232823e-10,1.1304067675322066e-09,1.0441699008099845e-09,1.9278520759612934e-09,9.740364137817313e-09,2.888997430068358e-14,1.1815067149453223e-09,0.007854689925651484,1.870713390527387e-09,287.1634812467628
131125,8.75,24217.783898305086,7.816037736395862,30.702490403098018,4.821799836188467,6.847490403764263,9.336555657851456,0.005529905464708274,5.280185850557499e-11,4.333208288984352e-09,1.6808067730765115e-09,4.4413193767248095e-10,7.75208491088528e-10,3.2838501609595875e-10,7.079635105528806e-09,4.066422399531771e-09,2.0522520994477257e-10,2.406176238967467e-10,1.962884795284379e-09,6.546723440266143e-10,4.1858019665912005e-10,5.361737959747515e-09,1.644211611952311e-07,5.35133086464655e-08,6.388412139069582e-10,2.013442903563459e-09,1.1360753451709715e-09,1.844775799733826e-09,1.0980350811159491e-08,3.5739930611922157e-14,1.704897927080738e-09,0.009744856703570682,5.221701294117427e-09,290.65552889892916
131280,9.0,30532.609748427672,13.88013042386433,69.49381315116003,7.943156413132541,7.149395607903689,5.503050659899729,5.747688982459913e-06,3.964251840796962e-11,3.2825652688176127e-09,1.4632434315781888e-09,7.629439283054838e-10,1.411081627804363e-09,1.7394494664730162e-09,4.534529483095139e-08,3.335342804340125e-08,1.0410267788841152e-09,1.9835533365021905e-09,8.434715980053957e-09,2.716225574995663e-09,8.591837665756843e-09,2.24273996133142e-09,5.921750844918383e-07,5.7819661636679216e-08,5.40820491604649e-10,5.459072798763297e-09,3.0645654591981567e-09,1.0404774330187116e-08,3.450036675626388e-08,4.0145689201935793e-14,4.975329218525999e-09,0.008767755915632844,3.359247207850593e-08,286.61847394585266
1341e7,6.166666666666591,27028.180099502486,26.12241270695008,68.71971435032853,18.863685221032267,5.511873751191724,2.754833108953887,0.0,8.119801892966919e-11,6.451331638879922e-09,1.6527687011778887e-09,3.5411195544871386e-09,6.844392561923294e-09,8.547702838426797e-09,7.942171632986787e-08,5.8386480932490656e-08,1.0274359756157544e-09,1.9339859648099217e-09,1.0657496695140198e-08,4.7081714651772835e-09,1.9190432163573752e-09,6.7166257097467275e-09,1.0035895280694342e-06,5.5311115869956205e-08,1.3117030374793268e-09,4.309607125491712e-09,3.8876295067182766e-09,1.3580684204936867e-08,2.5654411675274324e-08,6.529977035647846e-14,2.384674454609432e-09,0.014085675252193348,3.093966111113093e-08,298.42686932866513
144bf1,6.0,32417.983986928106,12.496302373788547,75.06708811883802,7.621910016189282,6.959379017568892,5.944394211742624,0.0,8.809383969289926e-11,7.441551744189482e-09,2.646199959106567e-09,3.521341883939441e-10,6.711430980159288e-10,6.724455600964952e-10,5.562036386676053e-09,2.691060762094455e-09,1.9178106124361683e-10,1.6738079105817323e-10,1.1476027055597316e-09,5.180668885372668e-10,3.244146237367938e-10,1.5937505888982928e-09,1.511347333965556e-07,4.78540139611871e-08,3.104322142777035e-10,1.0377975978296587e-09,7.539287937516081e-10,1.5199430927580472e-09,1.0350674211119547e-08,2.689622340158673e-14,1.1959909713605495e-09,0.007009651876153893,1.8029960291817872e-09,285.2692995003209
15ffd5,4.9999999999999245,30736.523731884055,27.423457549864114,42.64723116769646,10.777013503418056,6.331015359265358,5.895027735744191,0.0,3.357224146047745e-11,2.649482934867994e-09,7.818323396887593e-10,9.12717076690586e-09,1.8891014093894993e-08,3.771205061356292e-08,8.149504637303196e-09,3.841282848863009e-09,2.2529777142163735e-10,1.7137600605233576e-10,7.603349872659958e-09,7.635157715179986e-10,3.4562191500213462e-09,1.1374537999570824e-09,1.7528945002961208e-07,7.545152816182545e-08,1.305052243979316e-09,4.0121208378461205e-09,5.32674602784986e-09,1.7011018794442003e-09,1.5189550435025128e-08,8.809061160830945e-14,2.1494412235351686e-09,0.010424836884820297,2.5237537377888224e-08,299.6990366631561
166e88,5.8333333333332575,34794.80105820106,17.356738660504487,72.5177067517514,11.778289004597575,6.903552105545899,5.9626894541645274,0.0,9.340607501276732e-11,7.842166087553681e-09,3.666342832063286e-09,6.948527849877131e-10,1.2902297514389809e-09,1.3643708342180155e-09,5.697327029111342e-09,3.2733705243964646e-09,1.6901681589426158e-10,1.8569137333592411e-10,1.7866856355267437e-09,5.829370297797343e-10,4.45466955086998e-10,2.95402959903419e-09,1.5895505876648208e-07,5.708585216955481e-08,5.555621914330871e-10,1.3387159880830003e-09,1.3011743581759832e-09,1.416456864735385e-09,8.250744625922908e-09,3.604864779907447e-14,1.329544671917274e-09,0.009159930237089692,3.336408285903735e-09,290.12169280514223
169f0d,5.9166666666667425,27234.102867383514,5.080328323613393,24.530142166424667,2.657068441023376,6.830712142728505,9.343549029815094,0.005296729950785553,3.6231633443108815e-11,2.979999629331685e-09,1.0185168186631847e-09,3.2948298638236857e-10,5.911836090664854e-10,3.793837849022678e-10,7.2179550978360685e-09,4.0495806145051946e-09,2.0663847608160762e-10,2.0162138206750663e-10,1.8400618179631242e-09,6.575178231796068e-10,4.1213559485455705e-10,7.14570266135114e-09,1.692404120682899e-07,5.4426552422471114e-08,5.769086128448974e-10,2.2426302326480948e-09,1.0306883279970337e-09,1.618606612733256e-09,1.1026148495249656e-08,3.1352870566295256e-14,1.9821106062096416e-09,0.008488785838370226,5.36650722697413e-09,288.07071967288476
16b2a4,5.6666666666667425,31251.87178030303,11.46997035593256,80.87460490729119,7.905775022650276,7.5122450778925005,5.7621509434995435,0.0,1.778471091773742e-10,1.510272909538508e-08,6.567961043172986e-09,1.6053231691205098e-10,3.043365011360027e-10,3.36709689446759e-10,4.3153808217934115e-09,2.1484821256952257e-09,1.5133375611594162e-10,1.2242654785962798e-10,9.470152189349271e-10,5.256072759718351e-10,5.63478005641362e-10,5.537290961867982e-10,1.3781105115560592e-07,4.740858961983706e-08,2.5105177953260206e-10,8.374057316027449e-10,7.133897646338387e-10,2.1685783555273096e-09,1.1012778998896486e-08,2.2331046430721786e-14,7.940076050675326e-10,0.006887411445338579,1.719268466509791e-09,284.4835799974172
16fa1f,7.4166666666667425,27042.427598566308,16.028094662596914,68.59173728300642,9.258096127721506,7.439437693721343,5.927122648285889,0.0,5.807425304983601e-11,4.863633207121323e-09,2.0872709680094225e-09,1.1998860452117627e-09,2.1835523289558625e-09,2.4395954262099886e-09,6.201383139966741e-09,3.117610312201978e-09,1.6877527720675945e-10,1.2454085392332615e-10,2.535966423082079e-09,7.300900871628054e-10,7.833571131667406e-10,4.5770198381189145e-09,1.5798701600150494e-07,5.160014685897066e-08,5.419767702711271e-10,1.624951578255161e-09,8.904365566401192e-10,1.7050968285328312e-09,9.604502474811967e-09,2.8000812080808437e-14,1.3601488013469358e-09,0.00785377748488298,4.869511155199817e-09,288.46140738225733
171b7a,8.833333333333334,25682.570249221182,7.462284974174921,25.84299949401733,4.849270636116254,6.931194970665678,9.335529196061309,0.006147354760050189,6.337254606635466e-11,5.1676987581618724e-09,1.8884256727733002e-09,5.861267250263484e-10,1.0399962072551833e-09,4.213563667374977e-10,6.404453673531849e-09,3.5923241620206858e-09,1.8400390155292987e-10,1.915224092854503e-10,1.8876963903454334e-09,5.993140668818345e-10,3.6588880703724004e-10,4.9669303101740635e-09,1.5253160554261937e-07,5.394118593182647e-08,7.223925390237645e-10,1.9712174304433933e-09,1.0951008408675817e-09,1.19993803334316e-09,1.0253496479780503e-08,3.939251333652019e-14,1.5730710537319467e-09,0.010768920626052711,4.769174187547205e-09,291.84670004009826
17cc99,6.8333333333332575,24601.504901960787,15.601492044322196,73.99691275999896,10.218758219972113,5.229527032586926,5.573699118571115,0.0,3.7602223671104215e-11,3.114747793352318e-09,9.71715725418609e-10,6.553843828075275e-10,1.2554393976871252e-09,1.324802288124042e-09,5.902908562846596e-09,2.8409768434988696e-09,1.9656062015975322e-10,1.2084054469186107e-10,1.9330829926141864e-09,6.215303713020824e-10,5.810188463137074e-10,2.511467986731058e-09,1.5772641333348884e-07,5.686274398223928e-08,5.568107124983775e-10,1.5644209736777396e-09,8.092486335277069e-10,8.736078678142945e-10,7.3597097909730544e-09,2.869472023891834e-14,1.5389428934464893e-09,0.008618528096578142,3.8421411910654345e-09,288.8599553987503
17dfa5,3.000000000000076,30880.463008130082,15.53608099571431,78.6452152189219,11.47876910449363,8.60087313196637,6.0029162074113165,0.0,2.331809181443097e-10,1.9648140710595322e-08,9.218496908999991e-09,4.778216822437659e-11,9.671947055655476e-11,1.47373531683419e-10,1.719828439848348e-09,9.580961219589636e-10,5.725745861086038e-11,7.178362372237692e-11,8.220762685313122e-10,2.848969976617585e-10,1.491590020740856e-10,4.692781022528382e-09,6.810944069702988e-08,4.195777308295105e-08,2.846175640545837e-10,8.189525007225752e-10,1.498066994975552e-10,8.333196342235379e-10,3.753937581947383e-09,1.7629352017726973e-14,5.014326874512592e-10,0.008569810250546636,1.2856922479328629e-09,288.7679748716944
1844e5,5.5000000000000755,29280.985658914728,11.750167268975424,80.3231638845799,8.053576210278143,7.61604919220655,5.76811884070257,0.0,1.754396445921201e-10,1.4886659160722435e-08,6.4503403294504935e-09,2.4494877670794644e-10,4.573774302870315e-10,4.691069381400643e-10,4.371847504013974e-09,2.134710688187151e-09,1.5382779314405207e-10,1.2254962961267194e-10,1.0501705089199766e-09,5.307259624923027e-10,5.685682931006392e-10,6.871725633093634e-10,1.3850074781982496e-07,4.8460842596012625e-08,2.7125890601272615e-10,8.634888199895383e-10,7.462027233143624e-10,2.0119011213509527e-09,1.098794932657511e-08,2.3447643355846233e-14,8.165452654280121e-10,0.007020471380880665,1.8622174284302444e-09,284.934384009482
192eb9,6.0,30427.137464387466,27.395524286941626,76.30167017968131,22.622745246362342,5.765699060168127,5.989922691353836,0.0,1.2900929711214954e-10,1.0394090161018302e-08,3.48635683644716e-09,1.6906902043979952e-10,2.872668590393208e-10,1.2631752953628373e-10,1.34801327820932e-08,9.848979941104467e-09,2.6654034793554884e-10,4.722402344344238e-10,6.0278181522351704e-09,1.062633573565209e-09,5.778901719399414e-10,1.0489340615406838e-08,2.0788772154099376e-07,4.59677685838762e-08,1.0451946163991588e-09,2.972524591163313e-09,6.262928907469201e-10,2.2811423061020416e-09,8.356399222909337e-09,3.5293551680456345e-14,1.1894120094061687e-09,0.016886485110087588,1.6773560681228574e-08,298.8957720478076
194f72,5.5000000000000755,32676.597916666666,13.34874086827552,43.08861452222322,9.598762709731439,7.235086820223426,9.565893006412795,0.005528674380119738,1.2577509610210962e-10,1.0424715129428809e-08,5.060457598146806e-09,4.8835892218157936e-11,8.984179113695367e-11,4.5916695745598186e-11,4.739292454498068e-09,3.2086364080735217e-09,1.5570232303533829e-10,2.3298561898770595e-10,2.511720048140214e-09,7.23795976615335e-10,5.052477819913451e-10,3.2261367630790494e-09,1.538511086765673e-07,5.0065158982537535e-08,7.257500032939262e-10,1.468598014255985e-09,7.840590071082126e-10,3.2379023309969338e-09,9.872500820686705e-09,4.6103237015836103e-14,9.495935962566873e-10,0.010992090518552142,7.076892532326631e-09,292.6853049633151
